platform,captured_at,posted_at,username,post_id,content,source_url,keyword,detection_cycle
Twitter,2025-09-07T19:58:48.241379,2025-07-19T23:00:02.000Z,mahtowin1,1946706624757833996,"Standing Rock resistance to the Dakota Access Pipeline was Indigenous-led. Greenpeace played only a minor role. 
So why was it hit with a multimillion dollar damages claim from Energy Transfer Partners? #NoDAPL",https://twitter.com/mahtowin1/status/1946706624757833996,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:17.465864,2025-07-18T17:26:52.000Z,grist,1946260394915271143,"The inside story of how Greenpeace stood with water protectors — and got hit with a $666 million court judgment. 

(This story is a partnership between Grist and Drilled)",https://twitter.com/grist/status/1946260394915271143,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:17.497772,2025-07-18T17:21:06.000Z,Joey_Peltier,1946258944680247457,"New breakdown.
#NoDAPL",https://twitter.com/Joey_Peltier/status/1946258944680247457,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:19.696307,2025-07-18T14:07:56.000Z,bart_eco,1946210330255765967,"Meer informatie over deze zaak vindt u in de volgende artikelen:
 * Greenpeace found liable for US$667m in Dakota Access pipeline protest case
 * Greenpeace Hit With $667 Million Verdict Over Pipeline Protests",https://twitter.com/bart_eco/status/1946210330255765967,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:19.727121,2025-07-18T13:51:50.000Z,mstandaert,1946206278855823868,The Kill Step,https://twitter.com/mstandaert/status/1946206278855823868,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:19.769054,2025-07-18T11:46:23.000Z,anarcho,1946174710460641647,Standing Rock was an Indigenous-led movement. Why did Greenpeace take the fall? - Grist | Grist,https://twitter.com/anarcho/status/1946174710460641647,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:19.803182,2025-07-17T14:10:41.000Z,AlexEpsteinAI,1945848635377238358,"@_TheTroop_
 Greenpeace's ""attack on freedom"" claim is false. A jury found them liable for $660M in damages to Energy Transfer for defamation, conspiracy, & physical damage to the Dakota Access Pipeline. Defending property rights from destructive activism isn't silencing speech;",https://twitter.com/AlexEpsteinAI/status/1945848635377238358,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:19.835218,2025-07-16T23:56:27.000Z,UR_Ninja,1945633660301984125,"We are grateful that we could provide coverage from Standing Rock territory, where a mass movement mobilized against the construction of the Dakota Access Pipeline. 

Learn more by watching our free full-length documentary Black Snake Killaz [2017]:",https://twitter.com/UR_Ninja/status/1945633660301984125,Dakota Access Pipeline,1
Twitter,2025-09-07T19:58:56.715454,2025-07-16T23:22:48.000Z,UR_Ninja,1945625192627134865,"BREAKING: Today the Minnesota Supreme Court ruled to deny attempts by Energy Transfer, the oil giant behind the Dakota Access Pipeline, to force Unicorn Riot to turn over documents from our reporting on the historic, Indigenous-led #NoDAPL movement:",https://twitter.com/UR_Ninja/status/1945625192627134865,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:22.030363,2025-07-16T18:23:56.000Z,ACLUWYO,1945549980606873715,"BREAKING: The Minnesota Supreme Court ruled the state's shield law protects journalists from being forced to reveal news-gathering materials, even when they are alleged to have trespassed while reporting. The case stems from the 2016 Dakota Access Pipeline protests.",https://twitter.com/ACLUWYO/status/1945549980606873715,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:54.517825,2025-07-16T18:23:39.000Z,ACLUNorthDakota,1945549907021971605,"BREAKING: The Minnesota Supreme Court ruled the state's shield law protects journalists from being forced to reveal news-gathering materials, even when they are alleged to have trespassed while reporting. The case stems from the 2016 Dakota Access Pipeline protests.",https://twitter.com/ACLUNorthDakota/status/1945549907021971605,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:34.888662,2025-07-16T18:23:11.000Z,ACLUSouthDakota,1945549789329780809,"BREAKING: The Minnesota Supreme Court ruled the state's shield law protects journalists from being forced to reveal news-gathering materials, even when they are alleged to have trespassed while reporting. The case stems from the 2016 Dakota Access Pipeline protests.",https://twitter.com/ACLUSouthDakota/status/1945549789329780809,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:22.083547,2025-07-15T14:19:07.000Z,grok,1945125981364375666,"The truck is a U.S. military HEMTT (Heavy Expanded Mobility Tactical Truck) by Oshkosh Defense. The photo is from the 2016 Standing Rock protests against the Dakota Access Pipeline, near Cannon Ball, North Dakota.",https://twitter.com/grok/status/1945125981364375666,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:22.125085,2025-07-15T13:31:17.000Z,wildpitch35,1945113944798192034,Kinda like how Trump told the natives to pound sand when Dakota Access Pipeline wanted to run a pipeline over their aquifer...,https://twitter.com/wildpitch35/status/1945113944798192034,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:22.147386,2025-07-15T13:28:49.000Z,wildpitch35,1945113322187317304,"Hey, what was your position when Native Americans did not want an oil pipeline (Dakota Access Pipeline) crossing their land and aquifer back when Trump was first President?  Trump told the natives to pound sand. What was your position?",https://twitter.com/wildpitch35/status/1945113322187317304,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:22.172722,2025-07-13T17:00:21.000Z,neagfoundation,1944441781451469309,Tomorrow we will be hitting long drives and eatting good! Thanks Dakota Access Pipeline for being our meal sponsor! You're helping us raise the par!,https://twitter.com/neagfoundation/status/1944441781451469309,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:22.193486,2025-07-13T00:08:48.000Z,toxicreverend,1944187217531871331,"THE INFILTRATOR
How a former Marine working for the private security firm TigerSwan infiltrated an array of anti-Dakota Access pipeline groups at Standing Rock and beyond

By Alleen Brown,
The Intercept, December 30 2018",https://twitter.com/toxicreverend/status/1944187217531871331,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:24.407874,2025-07-12T11:26:42.000Z,OsservaMy,1943995426522173742,"Il caso risale alle proteste del 2016 e del 2017 contro il Dakota access pipeline, e il suo attraversamento del fiume Missouri, a monte della riserva della tribù Sioux di Standing Rock. Per anni la tribù si è opposta alla condotta in quanto rischiosa per la sua riserva idrica.",https://twitter.com/OsservaMy/status/1943995426522173742,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:24.439091,2025-07-12T02:57:07.000Z,neen10426,1943867188823159245,That’s bullshit. Under Obama just a couple of things were the Flint water disaster and Dakota Access Pipeline that continue to fuck up the water,https://twitter.com/neen10426/status/1943867188823159245,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:24.474642,2025-07-10T16:30:09.000Z,KMOT_TV,1943347016710426754,"The North Dakota Monitor reports the U.S. is appealing a federal judge’s decision to award North Dakota 28 million dollars in damages for the federal government’s response to the Dakota Access Pipeline protests. 
@NDMonitor",https://twitter.com/KMOT_TV/status/1943347016710426754,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:34.852010,2025-07-10T16:30:08.000Z,KFYRTV,1943347015955452072,"The North Dakota Monitor reports the U.S. is appealing a federal judge’s decision to award North Dakota 28 million dollars in damages for the federal government’s response to the Dakota Access Pipeline protests. 
@NDMonitor",https://twitter.com/KFYRTV/status/1943347015955452072,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:24.509234,2025-07-10T16:30:08.000Z,kumv_tv,1943347015968010315,"The North Dakota Monitor reports the U.S. is appealing a federal judge’s decision to award North Dakota 28 million dollars in damages for the federal government’s response to the Dakota Access Pipeline protests. 
@NDMonitor",https://twitter.com/kumv_tv/status/1943347015968010315,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:26.729808,2025-07-10T12:10:33.000Z,mikecoulson48,1943281689981043029,"Criminalizing Dissent: Greenpeace Ordered to Pay $667M to Dakota Access Pipeline firm Over Protests 
https://
youtu.be/TFbpqCunNp0?si
=ymE0o3mWcZbuuQ_
…",https://twitter.com/mikecoulson48/status/1943281689981043029,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:26.944350,2025-07-08T18:30:28.000Z,My_Dakotan,1942652522348367878,"The U.S. Department of Justice is appealing a federal judge’s decision to award North Dakota $28 million in damages for the executive branch’s response to the Dakota Access Pipeline protests.

https://
mydakotan.com/2025/07/federa
l-government-appealing-28m-award-to-north-dakota-for-pipeline-protest-costs/
…",https://twitter.com/My_Dakotan/status/1942652522348367878,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:26.986030,2025-07-06T21:05:48.000Z,drzaibkhan786,1941966837861736669,"The Dakota Access Pipeline (DAPL) continues to threaten #Lakota water sources. Crossing under Lake Oahe, just half a mile from Standing Rock, it risks contaminating the Missouri River, the tribe’s primary drinking water source (NRDC, 2024). #MniWiconi #WaterIsLife",https://twitter.com/drzaibkhan786/status/1941966837861736669,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:27.007396,2025-07-06T03:41:29.000Z,Indubitable1955,1941704024191107136,"I have no problem with them using water cannons, here's one: improvised water cannons, such as fire hoses, have been used in certain situations, including the 2016 protests against the Dakota Access Pipeline in North Dakota.",https://twitter.com/Indubitable1955/status/1941704024191107136,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:27.032333,2025-07-05T05:28:31.000Z,godfreymavurume,1941368573844463644,The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate. The controversial oil route once again fe,https://twitter.com/godfreymavurume/status/1941368573844463644,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.216168,2025-07-02T09:01:24.000Z,ClientEarth,1940334981903179863,"2/4  In March, a US jury found Greenpeace liable for $660m in damages to US oil giant Energy Transfer for its role in the Dakota Access Pipeline protests, supporting Indigenous Peoples’ right to peaceful protest.",https://twitter.com/ClientEarth/status/1940334981903179863,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.252675,2025-06-30T02:27:21.000Z,skaldicwings,1939511041164988454,Please consider running some to the south through the Dakota Access Pipeline,https://twitter.com/skaldicwings/status/1939511041164988454,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.352820,2025-06-29T03:05:48.000Z,ProfBrettWilson,1939158330599002575,I'm gonna need to hear his position on the TPP and the Dakota Access Pipeline,https://twitter.com/ProfBrettWilson/status/1939158330599002575,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.379497,2025-06-27T13:41:49.000Z,spykidsthumb,1938593615195914374,Hey gork Is the Dakota access pipeline built,https://twitter.com/spykidsthumb/status/1938593615195914374,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.417256,2025-06-27T03:18:04.000Z,grok,1938436643813474336,"The relationship between Jewish people and Native Americans is complex. Jewish individuals like Felix Cohen, who helped draft the 1934 Indian Reorganization Act, and organizations like Jewish Voice for Peace, active in the 2016 Dakota Access Pipeline protests, have supported",https://twitter.com/grok/status/1938436643813474336,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.443946,2025-06-27T01:04:48.000Z,grok,1938403105093361698,"I'm sorry, but I need clarification on what specific aspect of my previous explanation about ""water is life"" and the Dakota Access Pipeline you believe is wrong. The phrase is indeed tied to the Standing Rock Sioux's protests, highlighting water's importance and concerns about",https://twitter.com/grok/status/1938403105093361698,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:29.464289,2025-06-27T00:52:30.000Z,grok,1938400009726386476,"Yes, computers can be used to find information through search engines like Google, databases, or platforms like X. For example, searching ""water is life"" reveals its tie to the Dakota Access Pipeline protests, emphasizing water's importance to the Standing Rock Sioux. The",https://twitter.com/grok/status/1938400009726386476,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:31.648663,2025-06-26T19:29:40.000Z,_jordanNichole,1938318763700695310,The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate. The controversial oil route once again fended off an order to shut down -- for now. #DAPL #OilPipeline 68 faceaxn 550,https://twitter.com/_jordanNichole/status/1938318763700695310,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:31.687491,2025-06-26T18:59:32.000Z,WaterLakota,1938311181548327152,"LIVE NOW Global Women's Assembly for Climate Justice panel on divestment, featuring Indigenous women's delegation confronting Credit Suisse during the resistance to the Dakota Access Pipeline. Censored News",https://twitter.com/WaterLakota/status/1938311181548327152,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:31.729520,2025-06-23T16:27:08.000Z,Bubblebathgirl,1937185663742337154,"Greenpeace was recently found liable for $660M in damages to the Dakota Access Pipeline.

How is Greenpeace still doing protests?",https://twitter.com/Bubblebathgirl/status/1937185663742337154,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:31.750689,2025-06-23T07:00:43.000Z,JAfonsosp,1937043120853803230,The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate. The controversial oil route once again fe,https://twitter.com/JAfonsosp/status/1937043120853803230,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:31.776747,2025-06-22T21:20:28.000Z,MarciStuart,1936897096097112564,Not really a mistake. Get it from the Dakota Access Pipeline.,https://twitter.com/MarciStuart/status/1936897096097112564,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:33.885156,2025-06-21T22:30:39.000Z,grok,1936552370152030373,"The last documented use of water cannons for crowd control in the USA was November 20, 2016, during the Dakota Access Pipeline protests in North Dakota. Police used them in sub-freezing temperatures, injuring over 300 protesters, many with hypothermia. No confirmed uses have been",https://twitter.com/grok/status/1936552370152030373,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:33.899444,2025-06-21T14:45:03.000Z,mikecoulson48,1936435197706137628,"Criminalizing Dissent: Greenpeace Ordered to Pay $667M to Dakota Access Pipeline firm Over Protests 
https://
youtu.be/TFbpqCunNp0?si
=ymE0o3mWcZbuuQ_b
…",https://twitter.com/mikecoulson48/status/1936435197706137628,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:08.555145,2025-06-21T12:10:59.000Z,KeithMullin,1936396428236198152,"Breathe, inspired by Standing Rock, Dakota Access Pipeline protest DAPL. 

#Newmusic #protests

https://
open.spotify.com/track/4bwCVq94
7hj2ETIR7FbYuQ?si=t_UJJMY6Q8aeAfZXuG_oow&context=spotify%3Aalbum%3A30celFSOpbbITyhQntmEvj
…",https://twitter.com/KeithMullin/status/1936396428236198152,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:36.145931,2025-06-17T00:04:35.000Z,bellesapepper37,1934764072714813845,"•""During the high-profile demonstrations against the Dakota Access pipeline in 2016, the FBI sent several informants disguised as protesters to infiltrate activist communities.""",https://twitter.com/bellesapepper37/status/1934764072714813845,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:36.173731,2025-06-16T14:49:05.000Z,carlm3722,1934624277086830738,"riots: 2016 – Milwaukee riot sparked by the fatal police shooting of 23-year-old Sylville Smith.
2016 – Charlotte riot in response to the shooting of Keith Lamont Scott by a Charlotte police officer.
2016 – Dakota Access Pipeline protests
2016 – Anti-Trump protests",https://twitter.com/carlm3722/status/1934624277086830738,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:36.216176,2025-06-15T21:13:26.000Z,Ma_yehun,1934358611263689079,"With how liberally eminent domain has been used from the early railways centuries ago to the Dakota Access Pipeline a few years back, why does the burger continually box ghosts? Too late in the game to be going ""dah nimbyss"", ""property rights are sacred"" esp. as a burger in 2025 
https://
x.com/Tyler_The_Wise
/Tyler_The_Wise/status/1934306465235480780
…",https://twitter.com/Ma_yehun/status/1934358611263689079,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:36.257079,2025-06-14T12:44:03.000Z,Carrilloyeca,1933868033346351228,Son descendientes de inmigrantes europeos… y le robaron las tierras a los indígenas americanos.. y aún se las quieren robar.. con el Dakota access  pipeline tan cerca de  indigenous land solo es un paso de llegar ahí.. y quieren arreglar con “llegamos primero” nosotros somos..,https://twitter.com/Carrilloyeca/status/1933868033346351228,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:36.279548,2025-06-14T06:40:49.000Z,grok,1933776624216125587,"U.S. law enforcement rarely uses water cannons due to their association with 1960s civil rights abuses, which created a negative public perception. They also pose safety risks, like hypothermia and trauma, as seen in the 2016 Dakota Access Pipeline protests. Alternatives like",https://twitter.com/grok/status/1933776624216125587,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:36.306368,2025-06-13T23:14:29.000Z,CoolCat0001,1933664301614612907,I remember Standing Rock,https://twitter.com/CoolCat0001/status/1933664301614612907,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:38.519981,2025-06-12T23:20:04.000Z,flinniesdream,1933303317175705837,We’ve been legal to do this North Dakota sense the Dakota Access Pipeline protest.,https://twitter.com/flinniesdream/status/1933303317175705837,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:38.573352,2025-06-12T03:51:50.000Z,EvanFHerman,1933009321778164183,"Analysis: 
@Greenpeace
's 'big funders' have the money to foot $667 million in damages awarded to Dakota Access Pipeline owners",https://twitter.com/EvanFHerman/status/1933009321778164183,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:38.608192,2025-06-11T19:40:04.000Z,ArcasDeDisco,1932885565416091987,"Learn from Standing Rock
TigerSwan used social media monitoring, aerial surveillance, eavesdropping, undercover personnel, and subscription-based records databases to build watch lists and dossiers on Indigenous activists and environmental organizations.",https://twitter.com/ArcasDeDisco/status/1932885565416091987,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:38.633018,2025-06-11T17:13:48.000Z,dogeai_gov,1932848755637653919,"China’s funneling cash through front groups to sabotage U.S. energy independence isn’t conspiracy—it’s documented warfare. The Dakota Access Pipeline fight proves it: CCP-tied groups like Energy Foundation China bankrolled efforts to shut down critical infrastructure, aiming to",https://twitter.com/dogeai_gov/status/1932848755637653919,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:38.662701,2025-06-11T10:33:06.000Z,TJensen72,1932747917061734453,Tides is horrible. As a heavy equipment operator on mostly pipeline jobs I started looking into who was funding pipeline construction protesters while working on the Dakota Access Pipeline project. I WAS surprised to find out big oil and gas funding its own opposition at the time,https://twitter.com/TJensen72/status/1932747917061734453,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:38.689988,2025-06-11T08:26:50.000Z,mikecoulson48,1932716137948791061,"Criminalizing Dissent: Greenpeace Ordered to Pay $667M to Dakota Access Pipeline firm Over Protests 
https://
youtu.be/TFbpqCunNp0?si
=ymE0o3mWcZbuuQ_b
…",https://twitter.com/mikecoulson48/status/1932716137948791061,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:40.831479,2025-06-11T03:35:25.000Z,funnierhandle,1932642803751752180,"You’re just doing “don’t do Dakota Access Pipeline direct action because that harms Medicare for all!” 

It’s very much a ‘vibes based’ analysis. 

It might very well be that they’re largely disconnected issues and realities. It’s a dishonest conflation.",https://twitter.com/funnierhandle/status/1932642803751752180,Dakota Access Pipeline,1
Twitter,2025-09-07T19:58:42.686497,2025-06-11T02:31:47.000Z,SimonMoyaSmith,1932626789957771761,"This is RFK Jr. in ‘16 at Standing Rock in N. Dakota as we fought against the Dakota Access Pipeline. Here, he poses for the media in front of several armored vehicles set ablaze. He came to stand in solidarity against an oppressive system & the dehumanization of Indigenous ppls.",https://twitter.com/SimonMoyaSmith/status/1932626789957771761,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:40.850604,2025-06-10T21:42:28.000Z,Keirabug,1932553977645961262,"I’ve seen this too under Obama with the Dakota Access Pipeline, which is a tale as old as time, which is why we have always said what they do to us, they will do to you (anyone and everyone) as it suits their needs",https://twitter.com/Keirabug/status/1932553977645961262,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:40.863929,2025-06-10T18:27:13.000Z,barnswood,1932504845363081731,"This belongs to Obama and far exceeds what just went down in LA.   

November 21, 2016:   Dakota Access pipeline 
300 protesters injured after police use water cannons

Twenty-six people hospitalized from ‘mass casualty incident’ that included bone fractures and hypothermia shown",https://twitter.com/barnswood/status/1932504845363081731,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:40.879233,2025-06-10T16:41:36.000Z,PeterKHanse,1932478264984932844,Wonder if they have concern if any become Riots if they have liability like Green Peace was found to have over Dakota Access Protest,https://twitter.com/PeterKHanse/status/1932478264984932844,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:40.892881,2025-06-10T16:41:27.000Z,PeterKHanse,1932478226221478295,Wonder if they have concern if any become Riots if they have liability like Green Peace was found to have over Dakota Access Protest,https://twitter.com/PeterKHanse/status/1932478226221478295,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:49.369037,2025-06-09T16:12:51.000Z,cjokay,1932108641449947256,Who’s gonna tell him about Obama and the Dakota Access Pipeline protestors?,https://twitter.com/cjokay/status/1932108641449947256,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:49.420198,2025-06-08T22:37:48.000Z,TheFinalBelmont,1931843130111774826,You guys literally still take away territory from Natives.  Or are you forgetting what happened in Standing Rock for the Dakota Access Pipeline.,https://twitter.com/TheFinalBelmont/status/1931843130111774826,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:49.493195,2025-06-08T16:52:59.000Z,grok,1931756354513105129,"In the 2016-2017 Dakota Access Pipeline protests, the North Dakota National Guard was not federalized, operating under state control without the Insurrection Act or Title 10 (10 U.S.C. § 12406). In 2025, President Trump federalized California's National Guard under Title 10 for",https://twitter.com/grok/status/1931756354513105129,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:51.987519,2025-06-08T16:49:04.000Z,ThiefRiverFallz,1931755368557740371,"Dakota Access Pipeline Protesters Injured and Evicted… Almost – 
http://
trfnews.i234.me 
https://
trfnews.i234.me/wordpress/dako
ta-access-pipeline-protesters-injured-and-evicted-almost-trfnews-i234-me
…",https://twitter.com/ThiefRiverFallz/status/1931755368557740371,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:52.026326,2025-06-08T15:26:03.000Z,HaywireWilly,1931734476478140920,"I find it absolutely hilarious that many of the same the people so outraged by ICE action against illegal immigrants, once cheered on the National Guard use of force against peaceful Americans at the Dakota Access (Standing Rock) Pipeline protest near the Standing Rock Sioux",https://twitter.com/HaywireWilly/status/1931734476478140920,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:52.084202,2025-06-08T15:11:46.000Z,HaywireWilly,1931730881175278064,"I find it absolutely hilarious that many of the same people so outraged by ICE action against illegal immigrants, once cheered on the National Guard use of force against peaceful Americans at the Dakota Access (Standing Rock) Pipeline protest near the Standing Rock Sioux",https://twitter.com/HaywireWilly/status/1931730881175278064,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:52.137081,2025-06-08T14:51:10.000Z,ThiefRiverFallz,1931725695325003958,"SPECIAL REPORT SUNDAY: Showdown at Dakota Access Pipeline – 
http://
trfnews.i234.me 
https://
trfnews.i234.me/wordpress/spec
ial-report-sunday-showdown-at-dakota-access-pipeline-trfnews-i234-me
…",https://twitter.com/ThiefRiverFallz/status/1931725695325003958,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:52.170899,2025-06-08T13:28:34.000Z,ThiefRiverFallz,1931704908576600169,"Dakota Access Pipeline: Protestors have no plans to leave – 
http://
trfnews.i234.me 
https://
trfnews.i234.me/wordpress/dako
ta-access-pipeline-protestors-have-no-plans-to-leave-trfnews-i234-me
…",https://twitter.com/ThiefRiverFallz/status/1931704908576600169,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:52.203748,2025-06-06T16:52:29.000Z,ThiefRiverFallz,1931031450817642732,"Chase Iron Eyes Video, Dakota Access Pipeline Protestor 
https://
trfnews.i234.me/wordpress/chas
e-iron-eyes-video-dakota-access-pipeline-protestor
…",https://twitter.com/ThiefRiverFallz/status/1931031450817642732,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:54.391893,2025-06-04T20:45:28.000Z,SarahElizaBeez,1930365309036183922,"I once met “domestic terrorist” Jessica Reznicek, before she was sentenced to 8 yrs for sabotaging the Dakota Access Pipeline. She told me she naively thought that confessing her “crimes” would inspire others to follow suit & do their part to physically stop ecocide. It didn’t.",https://twitter.com/SarahElizaBeez/status/1930365309036183922,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:54.435323,2025-06-04T09:13:10.000Z,mislinayaar2,1930191084334002465,The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate. The c,https://twitter.com/mislinayaar2/status/1930191084334002465,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:54.501206,2025-06-04T00:33:11.000Z,DennisWardNews,1930060226520330693,A new season of the popular climate podcast Drilled is digging into the $700-million lawsuit brought forward by the company that built the Dakota Access Pipeline that could shut down Greenpeace.,https://twitter.com/DennisWardNews/status/1930060226520330693,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:54.537221,2025-06-04T00:16:23.000Z,APTNNews,1930055999781777823,A new season of the popular climate podcast Drilled is digging into the $700-million lawsuit brought forward by the company that built the Dakota Access Pipeline that could shut down Greenpeace.,https://twitter.com/APTNNews/status/1930055999781777823,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:50.765450,2025-06-02T22:40:01.000Z,kumv_tv,1929669360043331903,"The Standing Rock Sioux Tribe is asking the D.C. Circuit Court of Appeals to review a federal judge’s decision to dismiss its latest lawsuit against the U.S. Army Corps of Engineers over the Dakota Access Pipeline. 
@NDMonitor",https://twitter.com/kumv_tv/status/1929669360043331903,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:56.392734,2025-06-02T22:40:01.000Z,KFYRTV,1929669358537613469,"The Standing Rock Sioux Tribe is asking the D.C. Circuit Court of Appeals to review a federal judge’s decision to dismiss its latest lawsuit against the U.S. Army Corps of Engineers over the Dakota Access Pipeline. 
@NDMonitor",https://twitter.com/KFYRTV/status/1929669358537613469,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:56.984528,2025-06-02T22:40:01.000Z,KMOT_TV,1929669358428524641,"The Standing Rock Sioux Tribe is asking the D.C. Circuit Court of Appeals to review a federal judge’s decision to dismiss its latest lawsuit against the U.S. Army Corps of Engineers over the Dakota Access Pipeline. 
@NDMonitor",https://twitter.com/KMOT_TV/status/1929669358428524641,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:57.019790,2025-06-02T22:15:17.000Z,BuffalosFire,1929663136509866003,"Standing Rock is appealing the dismissal of its lawsuit against the U.S. Army Corps over the Dakota Access Pipeline, citing a lack of easement and ongoing threats to tribal water. #NoDAPL",https://twitter.com/BuffalosFire/status/1929663136509866003,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:57.072412,2025-06-02T14:49:45.000Z,NDNewsCoop,1929551011145736282,Standing Rock appeals dismissal of latest Dakota Access Pipeline lawsuit,https://twitter.com/NDNewsCoop/status/1929551011145736282,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:59.265901,2025-06-02T12:31:06.000Z,Sisko_legal,1929516122308518342,Standing Rock appeals dismissal of latest Dakota Access Pipeline lawsuit,https://twitter.com/Sisko_legal/status/1929516122308518342,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:59.311202,2025-06-02T01:35:52.000Z,Rosauro,1929351225687843284,"The Election Could Ultimately Decide The Dakota Access Pipeline’s Fate. The controversial oil route once again fe

#BOME #Unity",https://twitter.com/Rosauro/status/1929351225687843284,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:59.344057,2025-06-01T11:14:43.000Z,Guenter__,1929134511054311885,"Keine Ausnahmen mehr für ""heilige"" Umweltschutzorganisationen (zumindest in einigen Staaten der #USA)
#Greenpeace",https://twitter.com/Guenter__/status/1929134511054311885,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:59.371729,2025-05-30T23:35:20.000Z,NateliDeLara,1928596116259352990,"Source:
Lee, R. (2023). Art, Affect, and Social Media in the No Dakota Access Pipeline Movement.
https://
doi.org/10.1177/026327
64221146715
…
#IndigenousRights #DigitalActivism #Solidarity",https://twitter.com/NateliDeLara/status/1928596116259352990,Dakota Access Pipeline,1
